LFQ intensity 401#1	LFQ intensity 401#2	LFQ intensity 401#3	LFQ intensity 401#4	LFQ intensity WT#1	LFQ intensity WT#2	LFQ intensity WT#3	LFQ intensity WT#4	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	id
24.9048118591309	24.7467346191406	24.8788146972656	25.19189453125	25.5186939239502	25.8962669372559	23.8348960876465	25.5305595397949				4	4	4	7	7	7	80.688	0	18.877	296640000	15	A6T7H0	A6T7H0	433
26.7636985778809	27.0246429443359	28.0375289916992	27.3210487365723	27.2751541137695	28.0912380218506	25.7909908294678	28.2957916259766				3	3	3	23.2	23.2	23.2	21.38	0	25.254	1616300000	11	A6T7H1	A6T7H1	434
31.5889320373535	31.5395927429199	31.6254482269287	31.5819473266602	31.3902320861816	31.4683990478516	31.3944797515869	31.5043163299561				39	39	39	40.8	40.8	40.8	130.41	0	198.76	25726000000	161	A6T7H4	A6T7H4	435
27.361686706543	27.9208202362061	27.9945869445801	27.6726303100586	27.1828136444092	27.146858215332	27.9894523620605	27.5312576293945				4	4	4	12.9	12.9	12.9	43.533	0	9.512	1675500000	6	A6T7H5	A6T7H5	436
25.2671012878418	26.4158039093018	27.758752822876	28.1204051971436	26.8058738708496	28.9010982513428	27.6090068817139	27.3309097290039				5	5	5	35.2	35.2	35.2	25.575	0	89.53	1697900000	28	A6T7H6	A6T7H6	437
26.9322452545166	27.6798286437988	27.8636054992676	27.335262298584	27.2859497070313	27.6178588867188	27.7235126495361	27.0692768096924				3	3	3	12.6	12.6	12.6	45.09	0	3.0951	1456000000	4	A6T7H7	A6T7H7	438
26.1353759765625	27.2434539794922	27.2074146270752	27.6513004302979	25.7320022583008	26.7917861938477	27.1564388275146	26.942684173584				5	5	5	19.5	19.5	19.5	33.125	0	14.057	1110900000	13	A6T7H8	A6T7H8	439
28.2479400634766	NaN	27.6872577667236	27.5045337677002	27.4260635375977	27.3377304077148	27.6632270812988	27.4482936859131				4	4	4	22.9	22.9	22.9	30.668	0	5.3505	1466300000	9	A6T7H9	A6T7H9	440
27.4464797973633	28.343334197998	28.3428249359131	28.6288146972656	29.3054332733154	29.2537002563477	29.0378952026367	29.5031890869141				6	6	6	23.8	23.8	23.8	35.252	0	31.265	3498500000	13	A6T7I1	A6T7I1	441
28.816104888916	28.3743057250977	28.1583652496338	28.479850769043	28.7041149139404	28.6676654815674	29.351655960083	28.9662017822266				13	13	13	42.5	42.5	42.5	38.873	0	48.492	3628200000	28	A6T7J1	A6T7J1	442
26.9786930084229	28.376293182373	27.9820709228516	27.0733699798584	27.49587059021	27.5464248657227	26.6968383789063	27.4493160247803				3	3	3	11.1	11.1	11.1	42.917	0	5.3901	1647200000	12	A6T7J4	A6T7J4	443
31.4902763366699	31.2726421356201	31.4058322906494	31.3620738983154	31.6591053009033	31.685245513916	31.8624172210693	31.6274929046631				19	19	19	56.9	56.9	56.9	46.239	0	165.01	25723000000	206	A6T7J5	A6T7J5	444
28.6761341094971	28.4390850067139	29.2059230804443	29.0047187805176	28.4967842102051	28.7433929443359	29.3953380584717	29.278413772583				9	9	9	37.3	37.3	37.3	42.646	0	67.094	4276200000	52	A6T7J6	A6T7J6	445
31.4506645202637	31.7189407348633	31.9986324310303	31.9506721496582	31.9925346374512	32.0601768493652	31.9302997589111	31.8140201568604				17	17	17	91	91	91	25.431	0	236.37	32707000000	229	A6T7J8	A6T7J8	446
32.5349617004395	32.5237236022949	32.4278221130371	32.2283973693848	32.4744300842285	32.4115753173828	32.2237739562988	32.3107299804688				29	29	29	59.6	59.6	59.6	51.643	0	270.77	46538000000	270	A6T7K1	A6T7K1	447
27.4451389312744	27.6864566802979	28.2919330596924	27.981689453125	25.8761463165283	28.9745407104492	29.1620693206787	28.8350582122803				4	4	4	24.4	24.4	24.4	22.935	0	56.649	2641500000	25	A6T7K2	A6T7K2	448
30.9734325408936	31.7432250976563	31.7905216217041	31.803243637085	27.8418216705322	31.0037689208984	30.7721881866455	30.8907012939453				14	14	14	51.4	51.4	51.4	41.016	0	143.13	20383000000	70	A6T7K3	A6T7K3	449
27.7979202270508	27.9157028198242	28.3041725158691	28.4532089233398	28.4010066986084	28.5467929840088	28.8124980926514	28.3028221130371				5	5	5	46.1	46.1	46.1	17.301	0	26.642	2859300000	33	A6T7K4	A6T7K4	450
33.1163063049316	33.2056694030762	33.1045417785645	33.0414009094238	33.3241539001465	33.2804336547852	33.4504661560059	33.2818183898926				29	29	29	65.6	65.6	65.6	45.748	0	236.06	82134000000	431	A6T7K6	A6T7K6	451
NaN	27.1898040771484	26.3239040374756	26.1640949249268	26.289436340332	26.5890655517578	25.2256374359131	25.8898086547852				4	4	4	28.6	28.6	28.6	18.922	0	7.5958	647000000	6	A6T7L3	A6T7L3	452
29.22536277771	27.8966026306152	27.905065536499	28.2427272796631	28.7873096466064	28.3391761779785	NaN	28.264232635498				2	2	2	19	19	19	8.4367	0	12.767	2959200000	6	A6T7N5	A6T7N5	453
26.0974407196045	26.481653213501	26.3473777770996	26.8705596923828	25.5241146087646	25.9826583862305	25.7851657867432	26.1836471557617				3	3	3	26.9	26.9	26.9	13.678	0	5.1866	666700000	9	A6T7N6	A6T7N6	454
25.6994094848633	25.8458461761475	25.6503677368164	25.9766178131104	NaN	25.5237865447998	26.1831932067871	25.9140148162842				2	2	2	16.5	16.5	16.5	16.649	0	5.773	430220000	3	A6T7N7	A6T7N7	455
26.8265075683594	26.6552639007568	27.2362613677979	26.9039173126221	27.6369934082031	26.9756355285645	26.4719982147217	26.4599208831787				3	3	3	18.7	18.7	18.7	17.9	0	12.317	1141500000	12	A6T7P1	A6T7P1	456
24.4365711212158	24.5461025238037	25.2686023712158	26.035192489624	24.1208400726318	25.281322479248	25.7915630340576	25.6532421112061				3	3	3	41.2	41.2	41.2	9.3858	0	3.9349	324340000	15	A6T7P3	A6T7P3	457
28.1452560424805	27.6235904693604	27.554573059082	27.592134475708	28.8596725463867	29.3289642333984	25.3701267242432	28.5339336395264				9	9	9	28.6	28.6	28.6	49.347	0	51.851	2577500000	30	A6T7Q4	A6T7Q4	458
32.765941619873	33.0392761230469	32.9823875427246	32.9992027282715	33.7535400390625	33.6755599975586	33.588550567627	33.4594116210938				39	39	39	65.1	65.1	65.1	74.389	0	319.44	87616000000	501	A6T7Q5	A6T7Q5	459
31.5117321014404	31.4752292633057	31.4604625701904	31.261589050293	31.2097854614258	31.2963600158691	31.5887985229492	31.3225975036621				10	10	10	71	71	71	28.068	0	234.2	22962000000	158	A6T7Q6	A6T7Q6	460
26.8181190490723	27.8787078857422	27.2885055541992	26.8159217834473	27.7400817871094	27.1672954559326	27.0407199859619	27.4626388549805				3	3	3	23.8	23.8	23.8	32.822	0	34.248	1281100000	7	A6T7Q7	A6T7Q7	461
31.8731670379639	32.2410430908203	32.2206954956055	32.1424522399902	31.953971862793	31.8821601867676	31.9438781738281	31.6160984039307				13	13	13	62.2	62.2	62.2	32.564	0	239.29	35981000000	165	A6T7Q8	A6T7Q8	462
38.3240776062012	38.2493515014648	38.4132499694824	38.425220489502	38.2477607727051	38.3960838317871	38.487003326416	38.1124992370605				44	44	44	94.3	94.3	94.3	35.471	0	323.31	2928200000000	3759	A6T7Q9;A6T970	A6T7Q9	463
27.1465682983398	26.7340202331543	26.6683082580566	26.4235496520996	27.339262008667	26.928861618042	26.5594673156738	27.0692768096924				3	3	3	32.1	32.1	32.1	15.292	0	13.078	1018000000	16	A6T7R0	A6T7R0	464
25.7564373016357	26.2961235046387	26.9440250396729	26.8760757446289	25.4822540283203	26.3083629608154	27.4131259918213	26.8751392364502				2	2	2	27.2	27.2	27.2	10.447	0	35.863	864910000	24	A6T7R1	A6T7R1	465
28.0065670013428	27.3590908050537	27.2311420440674	27.0246429443359	NaN	NaN	NaN	NaN				2	2	2	19.3	19.3	19.3	13.203	0	1.8056	809520000	5	A6T7R2	A6T7R2	466
NaN	21.4900817871094	23.0785655975342	23.2313117980957	22.806266784668	23.1778240203857	23.2769641876221	22.7758731842041				2	2	2	16	16	16	23.12	0	7.6738	57544000	9	A6T7R4	A6T7R4	467
25.8355712890625	27.3175163269043	27.1852741241455	26.8556690216064	27.7622413635254	27.3599281311035	27.9763450622559	26.8884391784668				3	3	3	17.7	17.7	17.7	37.029	0	7.6701	1259900000	10	A6T7R5	A6T7R5	468
29.9250736236572	30.0445289611816	30.2756423950195	30.0149154663086	30.1179313659668	30.2402496337891	30.22607421875	30.1428489685059				13	13	13	30.3	30.3	30.3	66.791	0	101.89	9589900000	74	A6T7R6	A6T7R6	469
30.5767765045166	30.6097278594971	30.6874580383301	30.5108852386475	31.1270027160645	31.0249195098877	31.2209529876709	30.9558773040771				13	13	13	60.7	60.7	60.7	20.189	0	83.555	15898000000	102	A6T7R7	A6T7R7	470
28.2064819335938	29.9700756072998	29.3568058013916	29.2640972137451	29.9626502990723	29.7715282440186	30.5373268127441	29.950325012207				7	7	7	38.7	38.7	38.7	27.005	0	191.25	7161400000	44	A6T7R8	A6T7R8	471
32.2127723693848	31.9213180541992	32.0281867980957	31.8133335113525	31.8419857025146	31.8512878417969	31.5265922546387	31.5949935913086				12	12	12	48.4	48.4	48.4	36.239	0	133.89	32413000000	165	A6T7R9	A6T7R9	472
NaN	25.9090309143066	25.7327785491943	26.4373016357422	25.6711463928223	25.4256324768066	25.9125080108643	25.4439220428467				5	5	5	7.9	7.9	7.9	72.749	0	3.2171	422850000	4	A6T7S0	A6T7S0	473
29.3979911804199	29.9166984558105	29.5348606109619	29.4824314117432	30.0399627685547	29.7734470367432	30.3756523132324	29.7438106536865				10	10	10	35.9	35.9	35.9	34.572	0	43.535	7594000000	52	A6T7S1	A6T7S1	474
30.3350067138672	30.3832950592041	30.4749870300293	30.444803237915	30.068431854248	30.2885704040527	30.18577003479	29.95823097229				16	16	16	51	51	51	48.534	0	114.9	10823000000	74	A6T7S2	A6T7S2	475
30.5937919616699	30.5062561035156	30.3594055175781	30.2973442077637	30.6806831359863	30.4929523468018	30.6931190490723	30.2730865478516				15	15	15	62.7	62.7	62.7	30.898	0	52.514	13576000000	85	A6T7T2	A6T7T2	476
29.0573177337646	29.3818321228027	29.1719779968262	28.7119445800781	29.8391647338867	30.0090522766113	29.7547607421875	29.2863464355469				9	9	9	37.9	37.9	37.9	18.014	0	24.383	5948800000	52	A6T7T8	A6T7T8	477
32.566219329834	32.5504112243652	32.4340019226074	32.2899169921875	32.2554130554199	32.1308403015137	32.2669868469238	32.4103126525879				26	26	26	89.1	89.1	89.1	30.488	0	285.04	45816000000	259	A6T7U0	A6T7U0	478
34.1548919677734	34.196964263916	33.6425895690918	34.0788536071777	35.1056365966797	34.7317085266113	33.8843994140625	34.4319763183594				9	9	9	67.9	67.9	67.9	12.278	0	122.77	181250000000	181	A6T7U1	A6T7U1	479
33.923267364502	34.4011459350586	34.1097679138184	34.224250793457	34.9365348815918	34.8663177490234	34.8663635253906	34.6760864257813				50	50	50	73.3	73.3	73.3	83.47	0	323.31	202930000000	670	A6T7U8	A6T7U8	480
27.3129386901855	27.9600276947021	28.1433601379395	28.1248970031738	27.9093055725098	27.6296482086182	27.6423053741455	28.1395587921143				5	5	5	14	14	14	48.854	0	16.193	2064500000	16	A6T7V0	A6T7V0	482
28.5175075531006	28.8171424865723	29.2780609130859	29.2421817779541	28.6123847961426	28.7276725769043	28.7683448791504	28.4033241271973				5	5	5	31.5	31.5	31.5	24.485	0	36.218	3925500000	47	A6T7V3	A6T7V3	483
22.875789642334	21.5195579528809	22.1956539154053	NaN	NaN	NaN	21.9616565704346	NaN				2	2	2	8.3	8.3	8.3	13.145	0	1.8658	163380000	3	A6T7V5	A6T7V5	484
31.9347343444824	31.89377784729	31.5116386413574	31.882999420166	32.1338157653809	32.3956565856934	32.3487091064453	32.4737281799316				5	5	5	42.4	42.4	42.4	24.336	0	57.335	38479000000	168	A6T7W0	A6T7W0	485
29.5745220184326	29.4935817718506	28.389196395874	28.9107933044434	27.9595851898193	29.1088638305664	28.8903541564941	28.1418991088867				8	8	8	41.6	41.6	41.6	28.543	0	55.199	4166500000	29	A6T7W5	A6T7W5	486
29.4832954406738	29.4714260101318	29.6970710754395	29.5198154449463	29.6696434020996	29.6909236907959	30.2173175811768	29.7226333618164				11	11	11	44.3	44.3	44.3	42.964	0	42.942	6958800000	50	A6T7W6	A6T7W6	487
30.8027801513672	30.5016136169434	30.7093982696533	30.3097553253174	30.5162487030029	30.3578338623047	30.7550945281982	30.6008968353271				7	7	7	37.4	37.4	37.4	23.108	0	100.19	13075000000	91	A6T7X1	A6T7X1	489
30.3202323913574	30.5958385467529	30.2744216918945	30.3437156677246	30.4965763092041	30.3321285247803	30.5050258636475	30.160026550293				13	13	13	45	45	45	33.847	0	113.8	11649000000	77	A6T7X7	A6T7X7	490
27.2820663452148	27.7343425750732	27.6677684783936	27.2792339324951	26.812744140625	26.7000179290771	26.2783126831055	25.9827880859375				5	5	5	28.1	28.1	28.1	21.888	0	7.3101	1216300000	15	A6T7X8	A6T7X8	491
28.8211631774902	28.6790561676025	28.8478660583496	28.9365749359131	28.0773983001709	28.8472080230713	29.2390193939209	29.1752891540527				9	9	9	39.8	39.8	39.8	29.536	0	36.06	3960900000	55	A6T7X9	A6T7X9	492
28.5407466888428	28.4027156829834	28.1567764282227	28.4308967590332	28.4653263092041	29.5184268951416	26.9908580780029	28.2833919525146				5	5	5	19.2	19.2	19.2	40.313	0	13.167	3119200000	14	A6T7Y0	A6T7Y0	493
31.4535617828369	31.1261405944824	31.034725189209	30.9437732696533	31.6329612731934	31.6197319030762	31.5041732788086	31.3944282531738				7	7	7	71.1	71.1	71.1	9.4806	0	81.713	22529000000	129	A6T7Y1	A6T7Y1	494
32.3059005737305	31.8319816589355	32.2004318237305	31.9456233978271	32.1996116638184	32.0723991394043	31.9389820098877	32.0833778381348				41	41	41	56.8	56.8	56.8	97.296	0	213.5	37470000000	273	A6T7Y2	A6T7Y2	495
30.1627902984619	30.1978874206543	30.3527927398682	30.4159889221191	30.2403621673584	30.3726444244385	30.2579975128174	30.0913143157959				15	15	15	59.6	59.6	59.6	35.963	0	72.081	10364000000	66	A6T7Y3	A6T7Y3	496
32.191577911377	32.5987892150879	32.4313659667969	32.5151672363281	32.8992462158203	33.1137008666992	33.1089706420898	33.0507850646973				45	45	45	59.4	59.4	59.4	97.523	0	323.31	59097000000	433	A6T7Y4	A6T7Y4	497
29.2557048797607	29.2405681610107	29.1739330291748	29.2504730224609	29.391429901123	28.9813632965088	29.3707752227783	29.2085075378418				6	6	6	31.5	31.5	31.5	22.182	0	14.428	5248400000	30	A6T7Y5	A6T7Y5	498
29.2200202941895	29.670825958252	29.7398414611816	29.613000869751	29.3584403991699	29.8192005157471	30.2121067047119	29.230432510376				9	9	9	46.9	46.9	46.9	24.664	0	70.171	6791800000	55	A6T7Y9	A6T7Y9	499
27.4029178619385	27.5030937194824	27.6371326446533	26.9711456298828	26.7385368347168	NaN	NaN	NaN				7	7	7	36.9	36.9	36.9	27.589	0	12.686	1327700000	10	A6T7Z2	A6T7Z2	500
32.3051948547363	31.9326591491699	32.0945892333984	32.0259437561035	32.1984710693359	32.1817779541016	32.1980934143066	32.1735229492188				35	35	35	59.2	59.2	59.2	72.351	0	226.59	39265000000	296	A6T7Z4	A6T7Z4	501
34.9784812927246	34.7493019104004	34.8074150085449	34.7579689025879	34.8686218261719	34.7655944824219	34.7095413208008	34.5513305664063				19	19	19	64.5	64.5	64.5	27.911	0	323.31	242880000000	583	A6T7Z6	A6T7Z6	502
25.6845302581787	NaN	NaN	25.6940231323242	25.78688621521	25.5858039855957	24.9165229797363	NaN				4	4	4	11.5	11.5	11.5	61.587	0	4.5519	272120000	4	A6T803	A6T803	503
25.6522846221924	25.6048984527588	25.9782562255859	25.7096462249756	24.7010765075684	25.5669174194336	26.5413818359375	25.8884620666504				3	3	3	14.3	14.3	14.3	37.015	0	19.877	446510000	6	A6T808	A6T808	505
26.8472080230713	28.0312843322754	29.0707607269287	28.5414123535156	27.8000831604004	27.9533805847168	28.5956954956055	30.2982177734375				7	7	7	45.4	45.4	45.4	26.086	0	48.332	3503800000	28	A6T809	A6T809	506
21.3535861968994	21.5787448883057	22.160572052002	23.645263671875	21.8164005279541	24.2995681762695	24.6545257568359	23.9885864257813				2	2	2	8	8	8	52.761	0.0055525	0.78324	88679000	4	A6T813	A6T813	508
29.3341541290283	28.8354511260986	29.5972957611084	28.9791564941406	29.2666015625	29.2628879547119	29.3538856506348	29.1210231781006				17	17	17	36.6	36.6	36.6	57.398	0	108.58	5243900000	45	A6T817	A6T817	509
26.5451736450195	26.8120098114014	26.5209426879883	26.3807506561279	27.169017791748	27.7518119812012	NaN	26.9866333007813				5	5	5	24	24	24	34.713	0	34.44	979690000	14	A6T819	A6T819	510
26.7248134613037	27.1307506561279	26.6331176757813	27.7445793151855	27.6571044921875	NaN	30.4935245513916	26.9154739379883				11	11	11	30.9	30.9	30.9	59.645	0	12.543	3089100000	10	A6T821	A6T821	511
27.1095867156982	27.4791564941406	26.9802188873291	27.3329601287842	27.3205337524414	27.4134483337402	27.6187000274658	27.7802543640137				3	3	3	15.4	15.4	15.4	19.519	0	3.2461	1412900000	11	A6T832	A6T832	512
30.7156314849854	30.4770164489746	30.0083847045898	29.6905918121338	30.5468311309814	30.0433559417725	30.1797332763672	30.2776393890381				2	2	2	4.1	4.1	4.1	67.167	0.0093612	0.54446	10599000000	24	A6T858	A6T858	513
30.1421184539795	29.8224868774414	30.1903705596924	30.0908088684082	30.1412658691406	30.1889572143555	29.8654804229736	30.1997604370117				4	4	4	70.3	70.3	70.3	7.6155	0	25.764	9344900000	69	A6T881	A6T881	515
30.5285034179688	30.8013172149658	30.4148807525635	30.6283626556396	30.7361030578613	30.4431228637695	30.5919208526611	30.5414867401123				15	15	15	48.9	48.9	48.9	39.99	0	70.463	13374000000	68	A6T882	A6T882	516
21.3068580627441	22.8881454467773	24.0591201782227	24.1160068511963	NaN	NaN	23.5993480682373	25.0668563842773				2	2	2	7.7	7.7	7.7	49.198	0	16.239	94416000	5	A6T885	A6T885	517
28.6304130554199	28.6328754425049	29.2501564025879	29.0693283081055	28.7034206390381	28.4344005584717	29.1092872619629	29.4584197998047				8	8	8	43.7	43.7	43.7	35.415	0	48.275	4387200000	30	A6T886	A6T886	518
29.7420444488525	28.5905647277832	28.8988227844238	29.8846302032471	30.6705055236816	30.6011619567871	30.525333404541	30.3017120361328				6	6	6	56	56	56	15.583	0	56.82	9089400000	59	A6T8F5	A6T8F5	519
31.6244888305664	31.3009471893311	31.360294342041	31.3746166229248	30.8826351165771	31.0263061523438	31.002025604248	30.6524105072021				33	33	33	42.1	42.1	42.1	128.3	0	221.78	20271000000	131	A6T8F7	A6T8F7	520
32.3411178588867	32.1309356689453	32.2094383239746	32.1054954528809	32.7625999450684	32.6564674377441	32.0288772583008	32.7910079956055				20	20	20	55.6	55.6	55.6	36.363	0	290.68	47101000000	244	A6T8G0	A6T8G0	521
NaN	24.6029758453369	24.2448139190674	25.024284362793	NaN	NaN	NaN	NaN				3	3	3	18.9	18.9	18.9	31.34	0	15.447	107220000	4	A6T8G7	A6T8G7	522
NaN	27.0181827545166	27.5297698974609	27.5045337677002	28.8686485290527	28.4756832122803	28.611364364624	28.2545337677002				6	6	6	40.4	40.4	40.4	21.192	0	11.647	2108900000	19	A6T8J2	A6T8J2	523
30.0299949645996	29.8169746398926	30.2140769958496	30.2036151885986	30.2383136749268	30.2906589508057	30.9656791687012	30.4892234802246				7	7	7	37.3	37.3	37.3	21.523	0	53.937	10852000000	62	A6T8J4	A6T8J4	524
28.6828441619873	28.3820781707764	28.7289714813232	29.2270393371582	29.3025169372559	29.4888782501221	29.281379699707	29.7003154754639				19	19	19	18.8	18.8	18.8	148.78	0	64.58	4870200000	44	A6T8J5	A6T8J5	525
23.4384746551514	24.3519153594971	26.0269031524658	25.4538440704346	25.3747444152832	27.2935123443604	26.878532409668	27.5503940582275				3	3	3	8.5	8.5	8.5	49.964	0	18.711	705240000	9	A6T8J7	A6T8J7	526
28.3827381134033	28.5395278930664	28.395133972168	28.2220478057861	28.5085067749023	28.5678310394287	28.1275062561035	28.3522033691406				4	4	4	14.7	14.7	14.7	39.184	0	20.804	2959200000	27	A6T8J8	A6T8J8	527
24.5617408752441	24.8036098480225	26.7715282440186	27.6559467315674	27.7652168273926	29.072193145752	28.9251289367676	28.1172866821289				5	5	5	18.2	18.2	18.2	46.379	0	42.267	1976000000	32	A6T8K3	A6T8K3	528
28.9339046478271	28.414457321167	27.9608001708984	28.3451957702637	28.7070465087891	28.7267646789551	28.652530670166	28.5143508911133				4	4	4	20.3	20.3	20.3	28.792	0	49.525	3297100000	24	A6T8L0	A6T8L0	529
30.5905838012695	31.172061920166	31.0139827728271	30.7455902099609	31.5991687774658	31.7163257598877	31.6062469482422	31.6410827636719				12	12	12	38.3	38.3	38.3	35.658	0	83.536	21682000000	151	A6T8L2	A6T8L2	530
31.8446445465088	30.999002456665	31.3387832641602	31.5776767730713	30.4827003479004	30.583158493042	30.2052478790283	30.5260791778564				6	6	6	82.1	82.1	82.1	7.2803	0	129.4	18707000000	132	A6T8L9	A6T8L9	531
31.9455890655518	32.01318359375	31.8289222717285	31.8281288146973	31.8206920623779	31.5807342529297	31.8042430877686	31.7416572570801				18	18	18	48.8	48.8	48.8	55.935	0	276.46	31478000000	196	A6T8M4	A6T8M4	532
33.3893356323242	33.3516616821289	33.1682090759277	33.4829177856445	33.4176483154297	33.3808479309082	33.2612266540527	33.3587493896484				19	19	19	53.1	53.1	53.1	42.523	0	203.97	90666000000	320	A6T8M5	A6T8M5	533
29.1354541778564	29.1441383361816	28.885124206543	29.011079788208	29.0691223144531	29.3768310546875	30.1487998962402	29.8552227020264				17	7	7	44.9	26.5	26.5	59.906	0	239.37	5636000000	72	A6T8M6	A6T8M6	534
29.1664810180664	29.8999481201172	29.3035850524902	29.6015167236328	29.6626491546631	29.6238880157471	29.6154747009277	29.3984813690186				12	12	12	38.6	38.6	38.6	49.848	0	63.177	6461300000	46	A6T8M7	A6T8M7	535
24.8214321136475	26.8047657012939	27.9915084838867	28.0207271575928	26.8335208892822	28.010892868042	28.640962600708	28.5391216278076				8	8	8	42.7	42.7	42.7	26.4	0	27.904	2013800000	30	A6T8N1	A6T8N1	536
24.8970756530762	25.5618000030518	27.7166614532471	27.3830261230469	28.3006420135498	28.9904270172119	28.4003963470459	26.8912220001221				10	10	10	51.7	51.7	51.7	26.418	0	32.758	1856500000	15	A6T8N3	A6T8N3	537
31.9027881622314	31.8452053070068	31.7954444885254	31.7529430389404	31.6482162475586	31.2832813262939	31.4844779968262	31.4662113189697				16	16	16	49.1	49.1	49.1	33.963	0	198.47	27901000000	144	A6T8N5	A6T8N5	538
31.6349964141846	31.8858737945557	31.7940502166748	31.6707172393799	31.9653015136719	31.7693939208984	31.79079246521	31.8060894012451				16	16	16	40.9	40.9	40.9	54.686	0	103.01	30387000000	161	A6T8N6	A6T8N6	539
31.0235328674316	30.5912075042725	30.7993106842041	31.0093860626221	31.1843528747559	31.3464660644531	30.4616813659668	31.0279541015625				10	10	10	25.5	25.5	25.5	48.799	0	62.634	17312000000	97	A6T8N7	A6T8N7	540
28.6337757110596	29.133716583252	29.355167388916	28.7543621063232	28.6224040985107	28.3565330505371	28.6704368591309	28.5149154663086				3	3	3	48.4	48.4	48.4	7.2184	0	34.901	3904200000	22	A6T8N8	A6T8N8	541
31.3745632171631	31.7196350097656	31.4278240203857	31.325174331665	31.139741897583	30.9988689422607	31.3905906677246	31.1079292297363				12	12	12	63.3	63.3	63.3	35.806	0	111.83	22174000000	112	A6T8N9	A6T8N9	542
28.5703296661377	28.6287441253662	28.8383693695068	28.733470916748	28.8786201477051	28.3269748687744	27.6353340148926	28.7622413635254				3	3	3	25.7	25.7	25.7	16.953	0	47.714	3397600000	26	A6T8P0	A6T8P0	543
NaN	22.216911315918	22.91823387146	23.1133079528809	NaN	NaN	NaN	22.6484279632568				2	2	2	14.9	14.9	14.9	19.52	0	4.3803	31425000	3	A6T8P1	A6T8P1	544
25.3403816223145	24.0325469970703	23.9581909179688	21.8486938476563	23.7938213348389	NaN	24.0087261199951	25.6028614044189				2	2	2	11.2	11.2	11.2	21.357	0	3.3177	165190000	9	A6T8P6	A6T8P6	545
26.0343322753906	26.582332611084	27.7642059326172	28.737377166748	27.5793876647949	24.9526920318604	28.3185081481934	27.9860916137695				3	3	3	14.2	14.2	14.2	27.3	0	35.325	1726700000	17	A6T8Q2	A6T8Q2	546
30.4500255584717	30.5171890258789	30.8556385040283	30.847074508667	30.9155597686768	30.8582344055176	30.7582759857178	31.094841003418				18	18	8	52	52	33.6	60.023	0	105.31	15127000000	63	A6T8Q6	A6T8Q6	547
30.4522857666016	29.5809326171875	29.090051651001	28.9866333007813	29.3132839202881	28.7616081237793	27.3737659454346	29.0637092590332				2	2	2	3.2	3.2	3.2	58.95	0.0039128	1.0792	5535800000	14	A6T8R1	A6T8R1	548
30.557186126709	30.4388675689697	30.3789615631104	30.4617805480957	30.8130645751953	30.4399585723877	30.410135269165	30.7105484008789				18	18	18	55.6	55.6	55.6	56.416	0	107.42	12811000000	77	A6T8T0	A6T8T0	549
30.237060546875	30.1495265960693	29.9704875946045	30.0236644744873	29.2295398712158	29.085880279541	30.0598201751709	29.3097991943359				9	9	9	40.7	40.7	40.7	24.928	0	59.881	7866600000	67	A6T8T5	A6T8T5	550
26.6270065307617	27.9280700683594	27.5222301483154	27.7982902526855	25.4545974731445	25.881477355957	26.7099094390869	26.7611637115479				8	7	7	13.3	11.7	11.7	89.95	0	62.2	1188000000	20	A6T8U0	A6T8U0	551
29.4872894287109	29.561580657959	29.5996551513672	29.2645225524902	29.8254928588867	29.3518028259277	29.0792827606201	29.2217483520508				6	6	6	39.8	39.8	39.8	21.938	0	29.989	6022600000	32	A6T8U3	A6T8U3	552
31.1179313659668	30.8305473327637	30.7722682952881	30.3095378875732	29.3580436706543	30.3237781524658	30.5052165985107	28.8500747680664				5	5	5	46.9	46.9	46.9	12.902	0	87.226	11892000000	42	A6T8U4	A6T8U4	553
NaN	NaN	26.3761024475098	26.4440803527832	25.9904918670654	26.6332569122314	26.9904270172119	NaN				3	3	3	18.2	18.2	18.2	16.207	0	8.7871	450910000	10	A6T8U8	A6T8U8	554
28.7900772094727	29.3669891357422	28.6266918182373	28.550724029541	28.7295227050781	28.6437168121338	28.958423614502	28.7407264709473				7	7	7	44.3	44.3	44.3	26.493	0	71.483	3879300000	19	A6T8U9	A6T8U9	555
32.3590660095215	32.3797378540039	32.5071067810059	32.4618301391602	32.4475402832031	32.4490661621094	32.8400917053223	32.6213493347168				12	12	12	60.6	60.6	60.6	27.229	0	313.86	50286000000	247	A6T8V0	A6T8V0	556
30.6384963989258	30.0028972625732	30.2936210632324	30.8460292816162	30.0954704284668	31.3511066436768	31.2074012756348	31.0119857788086				21	21	21	46.1	46.1	46.1	77.136	0	211.81	14869000000	118	A6T8V1	A6T8V1	557
30.8718814849854	31.0890426635742	31.3127326965332	31.2799644470215	30.8877277374268	30.7547760009766	29.7225532531738	30.2468318939209				7	7	7	59.9	59.9	59.9	17.587	0	122.89	16545000000	83	A6T8V6	A6T8V6	558
31.6408672332764	30.4344005584717	30.4980983734131	30.7742328643799	30.8422870635986	31.3538970947266	31.3101348876953	30.7504711151123				2	2	2	11.3	11.3	11.3	26.376	0.0066372	0.69405	17003000000	5	A6TIL1;A6T8W4	A6TIL1;A6T8W4	559
